대분류,중분류,소분류,교육정도별(1),교육정도별(2),1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
특별법범,담배사업법,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,69,82,184,111,41,46,18
특별법범,담배사업법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,담배사업법,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,10,10,27,11,2,5,3
특별법범,담배사업법,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,60,60,124,79,58,72,17
특별법범,담배사업법,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,3,1
특별법범,담배사업법,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,12,9,11,7,3,12,2
특별법범,담배사업법,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,184,184,399,289,183,273,113
특별법범,담배사업법,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-
특별법범,담배사업법,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,1,1,5,2,1,-,-
특별법범,담배사업법,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,33,21,34,30,18,16,12
특별법범,담배사업법,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,1,1,1,3,5,2,3
특별법범,담배사업법,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,3,6,12,4,5,4,4
특별법범,담배사업법,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,22,32,54,48,26,27,17
특별법범,담배사업법,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,4,2,1,2,1,1,1
특별법범,담배사업법,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,1,5,20,12,6,10,8
특별법범,담배사업법,소계,미상,소계,-,-,-,-,-,-,-,-,-,-,20,19,106,73,54,62,32
특별법범,대기환경보전법,소계,불취학,소계,23,8,13,9,15,17,56,41,33,24,44,15,11,10,4,4,11
특별법범,대기환경보전법,소계,초등학교,재중,-,-,1,-,-,-,1,3,3,3,-,-,-,-,-,-,-
특별법범,대기환경보전법,소계,초등학교,중퇴,12,11,11,14,12,20,67,66,40,27,24,8,3,5,4,3,3
특별법범,대기환경보전법,소계,초등학교,졸업,203,155,125,123,133,180,536,454,378,255,177,83,69,55,29,35,27
특별법범,대기환경보전법,소계,중학교,재중,1,4,4,-,-,-,2,1,3,-,-,-,-,-,-,-,-
특별법범,대기환경보전법,소계,중학교,중퇴,28,19,35,19,22,38,111,102,78,59,26,24,13,8,7,4,8
특별법범,대기환경보전법,소계,중학교,졸업,198,138,141,135,147,182,637,520,384,292,212,104,89,94,41,39,40
특별법범,대기환경보전법,소계,고등학교,재중,-,-,1,1,-,1,5,-,1,-,1,-,-,-,-,1,-
특별법범,대기환경보전법,소계,고등학교,중퇴,33,25,18,19,18,32,107,98,90,68,56,30,22,12,12,6,11
특별법범,대기환경보전법,소계,고등학교,졸업,461,506,453,417,326,425,1461,1290,1265,864,732,483,497,507,284,310,203
특별법범,대기환경보전법,소계,대학(4년미만),재중,-,5,-,1,1,6,3,5,8,1,4,3,3,2,2,1,-
특별법범,대기환경보전법,소계,대학(4년미만),중퇴,3,5,3,2,6,6,12,30,8,8,2,7,6,3,2,6,2
특별법범,대기환경보전법,소계,대학(4년미만),졸업,99,102,103,86,61,76,206,211,238,169,145,104,76,74,48,62,39
특별법범,대기환경보전법,소계,대학(4년이상),재중,5,2,3,2,-,3,8,8,18,11,7,9,2,5,2,3,-
특별법범,대기환경보전법,소계,대학(4년이상),중퇴,26,31,21,22,11,21,64,52,54,37,29,8,13,10,7,10,4
특별법범,대기환경보전법,소계,대학(4년이상),졸업,324,315,276,232,195,176,464,471,483,376,326,182,165,180,133,112,111
특별법범,대기환경보전법,소계,대학원,소계,27,20,28,15,16,16,51,32,40,44,42,10,14,12,5,4,17
특별법범,대기환경보전법,소계,기타,소계,12,10,13,12,5,6,18,17,13,13,35,10,11,8,6,10,56
특별법범,대기환경보전법,소계,미상,소계,51,25,47,67,76,74,71,69,81,95,279,184,177,125,113,99,71
특별법범,대마관리법,소계,불취학,소계,30,28,19,28,17,50,79,60,58,63,-,-,-,-,-,-,-
특별법범,대마관리법,소계,초등학교,재중,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-
특별법범,대마관리법,소계,초등학교,중퇴,17,21,16,11,17,24,37,25,29,28,-,-,-,-,-,-,-
특별법범,대마관리법,소계,초등학교,졸업,69,63,59,55,62,109,125,85,101,82,-,-,-,-,-,-,-
특별법범,대마관리법,소계,중학교,재중,5,3,-,-,1,5,-,-,1,-,-,-,-,-,-,-,-
특별법범,대마관리법,소계,중학교,중퇴,83,107,74,49,82,112,100,67,93,73,-,-,-,-,-,-,-
특별법범,대마관리법,소계,중학교,졸업,173,134,95,109,154,200,198,119,147,138,-,-,-,-,-,-,-
특별법범,대마관리법,소계,고등학교,재중,40,12,1,11,20,6,1,5,2,-,-,-,-,-,-,-,-
특별법범,대마관리법,소계,고등학교,중퇴,190,137,95,87,166,202,193,134,164,137,-,-,-,-,-,-,-
특별법범,대마관리법,소계,고등학교,졸업,307,278,185,244,347,539,544,350,458,434,-,-,-,-,-,-,-
특별법범,대마관리법,소계,대학(4년미만),재중,2,2,2,3,6,5,7,2,3,4,-,-,-,-,-,-,-
특별법범,대마관리법,소계,대학(4년미만),중퇴,12,10,5,3,11,9,14,8,13,15,-,-,-,-,-,-,-
특별법범,대마관리법,소계,대학(4년미만),졸업,18,19,13,21,18,41,41,26,44,32,-,-,-,-,-,-,-
특별법범,대마관리법,소계,대학(4년이상),재중,-,6,4,-,4,9,12,5,14,11,-,-,-,-,-,-,-
특별법범,대마관리법,소계,대학(4년이상),중퇴,8,10,8,9,12,18,24,21,29,27,-,-,-,-,-,-,-
특별법범,대마관리법,소계,대학(4년이상),졸업,15,15,8,20,18,40,34,38,90,73,-,-,-,-,-,-,-
특별법범,대마관리법,소계,대학원,소계,-,1,-,1,1,2,6,5,6,7,-,-,-,-,-,-,-
특별법범,대마관리법,소계,기타,소계,2,4,4,1,1,15,2,5,20,8,-,-,-,-,-,-,-
특별법범,대마관리법,소계,미상,소계,20,11,7,12,21,5341,18,27,30,19,-,-,-,-,-,-,-
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,7,2,2,13,24,42,14
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,10,7,4,22,14,44,3
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,38,14,21,116,130,272,83
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,17,15,14,60,71,142,48
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,86,37,43,288,360,663,161
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,1,-,4,6,7,3
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,49,28,17,132,211,372,97
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,664,330,433,2731,4291,10303,1928
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,3,1,1,11,19,21,4
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,14,10,11,48,83,164,45
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,78,52,48,328,464,1221,180
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,11,1,3,32,59,85,21
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,18,17,14,78,160,281,58
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,107,46,60,315,363,970,225
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,5,4,2,15,15,36,25
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,15,8,5,59,110,202,74
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,미상,소계,-,-,-,-,-,-,-,-,-,-,125,159,143,516,807,2293,986
특별법범,대통령 선거법,소계,중학교,졸업,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,대통령 선거법,소계,대학(4년이상),중퇴,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,대통령 선거법,소계,대학(4년이상),졸업,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,도로교통법(공동위험행위),소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,도로교통법(공동위험행위),소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,도로교통법(공동위험행위),소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
특별법범,도로교통법(공동위험행위),소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
특별법범,도로교통법(공동위험행위),소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,28,6
특별법범,도로교통법(공동위험행위),소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,14,12
특별법범,도로교통법(공동위험행위),소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,33,21
특별법범,도로교통법(공동위험행위),소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122,245,182
특별법범,도로교통법(공동위험행위),소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,79,65
특별법범,도로교통법(공동위험행위),소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,332,42
특별법범,도로교통법(공동위험행위),소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,6,6
특별법범,도로교통법(공동위험행위),소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1
특별법범,도로교통법(공동위험행위),소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
특별법범,도로교통법(공동위험행위),소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,14,6
특별법범,도로교통법(공동위험행위),소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
특별법범,도로교통법(공동위험행위),소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,17,1
특별법범,도로교통법(공동위험행위),소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
특별법범,도로교통법(공동위험행위),소계,기타,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,6
특별법범,도로교통법(공동위험행위),소계,미상,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,66,29
특별법범,도로교통법(교통사고),소계,불취학,소계,1801,2107,2364,3699,4781,4284,3428,3648,3383,2465,437,525,380,345,303,113,101
특별법범,도로교통법(교통사고),소계,초등학교,재중,116,68,86,144,127,102,82,107,69,54,8,7,7,7,5,2,1
특별법범,도로교통법(교통사고),소계,초등학교,중퇴,2533,3155,3463,5881,6946,6017,4436,4301,4040,2987,456,538,345,298,228,99,99
특별법범,도로교통법(교통사고),소계,초등학교,졸업,23672,26948,29648,43822,50299,42571,33115,31267,29072,22241,3411,4062,2541,2296,1726,755,619
특별법범,도로교통법(교통사고),소계,중학교,재중,843,1334,2062,2513,1882,1338,1454,967,838,733,120,224,177,323,294,87,84
특별법범,도로교통법(교통사고),소계,중학교,중퇴,6168,7772,9674,13562,15723,13934,11257,10998,9579,6681,834,983,495,482,317,140,172
특별법범,도로교통법(교통사고),소계,중학교,졸업,34032,37152,41217,56474,61162,51614,42900,41772,39318,30486,4661,5402,3777,3457,2586,1040,923
특별법범,도로교통법(교통사고),소계,고등학교,재중,4117,6690,9292,10891,9317,8501,8516,6531,4940,3759,706,1199,1161,1453,1352,411,375
특별법범,도로교통법(교통사고),소계,고등학교,중퇴,8513,11109,13858,19387,22313,19717,16946,17046,15809,10868,1427,1684,829,870,726,298,276
특별법범,도로교통법(교통사고),소계,고등학교,졸업,100370,113461,131569,181226,189005,161799,148672,159365,160117,127748,20769,28528,23290,22611,18228,7463,7152
특별법범,도로교통법(교통사고),소계,대학(4년미만),재중,1124,1665,2291,3649,5180,4522,3591,4376,4917,2738,332,350,294,299,212,95,47
특별법범,도로교통법(교통사고),소계,대학(4년미만),중퇴,826,1045,1200,1876,2363,2016,1934,2922,3026,2211,234,249,122,141,92,44,33
특별법범,도로교통법(교통사고),소계,대학(4년미만),졸업,9783,11979,14175,20343,23239,18909,18547,20813,22102,18379,2392,3204,2606,2692,2308,921,660
특별법범,도로교통법(교통사고),소계,대학(4년이상),재중,2849,3795,4332,5883,7769,7574,7671,8524,8344,6832,1128,1379,1061,1225,917,376,379
특별법범,도로교통법(교통사고),소계,대학(4년이상),중퇴,2397,2884,2990,4318,5313,4392,4205,5235,5673,4335,462,627,318,310,196,86,104
특별법범,도로교통법(교통사고),소계,대학(4년이상),졸업,20048,24721,28705,39448,43570,33928,33558,39383,41915,35594,3626,5463,3688,3722,2970,1278,1292
특별법범,도로교통법(교통사고),소계,대학원,소계,1393,1896,2289,3177,3564,2812,2933,4162,4296,3294,276,379,216,178,129,53,147
특별법범,도로교통법(교통사고),소계,기타,소계,1418,1798,2732,2615,1919,1562,2013,2897,3280,4474,1190,1378,956,1061,923,406,466
특별법범,도로교통법(교통사고),소계,미상,소계,7389,7009,7581,11008,19019,257241,8605,12869,10944,19682,11938,15250,15841,16710,16622,10661,8982
특별법범,도로교통법(무면허운전),소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,1115,717,342,510,634,612,606
특별법범,도로교통법(무면허운전),소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,26,12,11,7,11,4,20
특별법범,도로교통법(무면허운전),소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,1357,876,370,495,582,570,572
특별법범,도로교통법(무면허운전),소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,8371,5281,2334,3233,3741,3175,2975
특별법범,도로교통법(무면허운전),소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,860,635,1193,1686,1367,1200,1051
특별법범,도로교통법(무면허운전),소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,2681,1748,857,1078,1192,965,923
특별법범,도로교통법(무면허운전),소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,12022,7740,4434,6374,8497,5954,4169
특별법범,도로교통법(무면허운전),소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,4030,3382,4181,7032,5816,4258,3537
특별법범,도로교통법(무면허운전),소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,4578,2804,1502,2253,2628,2045,1873
특별법범,도로교통법(무면허운전),소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,48248,34037,25672,40468,77036,44572,24197
특별법범,도로교통법(무면허운전),소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,624,415,367,591,605,403,254
특별법범,도로교통법(무면허운전),소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,479,286,128,213,363,215,143
특별법범,도로교통법(무면허운전),소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,4425,3101,2081,3580,9138,5348,2232
특별법범,도로교통법(무면허운전),소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,2120,1501,1354,2891,3104,2086,1319
특별법범,도로교통법(무면허운전),소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,1218,875,316,480,689,521,425
특별법범,도로교통법(무면허운전),소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,7607,5632,2468,3929,9954,6117,4268
특별법범,도로교통법(무면허운전),소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,491,342,135,200,422,282,521
특별법범,도로교통법(무면허운전),소계,기타,소계,-,-,-,-,-,-,-,-,-,-,2729,2125,1342,2103,3455,2284,1684
특별법범,도로교통법(무면허운전),소계,미상,소계,-,-,-,-,-,-,-,-,-,-,7688,7733,10901,14437,28573,19045,10621
특별법범,도로교통법(사고후미조치),소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,19,25
특별법범,도로교통법(사고후미조치),소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
특별법범,도로교통법(사고후미조치),소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,18,38
특별법범,도로교통법(사고후미조치),소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,214,289
특별법범,도로교통법(사고후미조치),소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,31,32
특별법범,도로교통법(사고후미조치),소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,68,83
특별법범,도로교통법(사고후미조치),소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,503,455
특별법범,도로교통법(사고후미조치),소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,127,117
특별법범,도로교통법(사고후미조치),소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,128,159
특별법범,도로교통법(사고후미조치),소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,291,3886,4718
특별법범,도로교통법(사고후미조치),소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,45,59
특별법범,도로교통법(사고후미조치),소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,23,28
특별법범,도로교통법(사고후미조치),소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,620,620
특별법범,도로교통법(사고후미조치),소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,210,272
특별법범,도로교통법(사고후미조치),소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,57,65
특별법범,도로교통법(사고후미조치),소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,778,1200
특별법범,도로교통법(사고후미조치),소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,44,132
특별법범,도로교통법(사고후미조치),소계,기타,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,179,310
특별법범,도로교통법(사고후미조치),소계,미상,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,454,8422,12855
특별법범,도로교통법(음주운전),소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,2092,1310,597,651,562,536,593
특별법범,도로교통법(음주운전),소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,53,23,17,4,7,9,5
특별법범,도로교통법(음주운전),소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,3040,1834,777,771,737,740,874
특별법범,도로교통법(음주운전),소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,26814,16092,7630,7294,6944,6413,7344
특별법범,도로교통법(음주운전),소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,52,20,14,20,30,10,26
특별법범,도로교통법(음주운전),소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,5948,3459,1502,1651,1355,1325,1693
특별법범,도로교통법(음주운전),소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,38349,23216,13727,14933,15438,12555,12027
특별법범,도로교통법(음주운전),소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,644,414,313,401,438,351,343
특별법범,도로교통법(음주운전),소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,10858,6182,3022,3409,3493,2873,3046
특별법범,도로교통법(음주운전),소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,231067,158106,144882,182640,201857,143107,129819
특별법범,도로교통법(음주운전),소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,2828,1657,1044,1221,1195,949,769
특별법범,도로교통법(음주운전),소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,2267,1435,704,946,1126,806,750
특별법범,도로교통법(음주운전),소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,32640,23876,20467,27359,31810,24657,19467
특별법범,도로교통법(음주운전),소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,10598,7039,5364,6444,6580,5331,4662
특별법범,도로교통법(음주운전),소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,5554,3833,1878,2153,2242,1919,2298
특별법범,도로교통법(음주운전),소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,58946,42637,30385,38114,41619,36372,40001
특별법범,도로교통법(음주운전),소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,4656,3544,1858,2060,2125,2008,4352
특별법범,도로교통법(음주운전),소계,기타,소계,-,-,-,-,-,-,-,-,-,-,12054,9375,8191,8615,8311,6673,7312
특별법범,도로교통법(음주운전),소계,미상,소계,-,-,-,-,-,-,-,-,-,-,17977,21460,42974,50338,58755,41052,32671
특별법범,도로교통법(음주측정거부),소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,43,27,16,17,12,14,16
특별법범,도로교통법(음주측정거부),소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
특별법범,도로교통법(음주측정거부),소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,74,33,15,26,21,14,19
특별법범,도로교통법(음주측정거부),소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,445,276,153,130,102,103,117
특별법범,도로교통법(음주측정거부),소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-
특별법범,도로교통법(음주측정거부),소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,87,53,35,18,20,21,24
특별법범,도로교통법(음주측정거부),소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,624,365,268,250,205,186,172
특별법범,도로교통법(음주측정거부),소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,1,3,2,4,2,1,-
특별법범,도로교통법(음주측정거부),소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,157,95,53,36,47,65,58
특별법범,도로교통법(음주측정거부),소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,2913,1981,1805,2027,2157,1570,1436
특별법범,도로교통법(음주측정거부),소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,11,8,5,5,7,4,10
