죄종별,죄종별2,죄종별3,범죄발생지별,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년
총범죄,절도범죄,소계,천안시,4902,5252,4551,4412,3945,3277,2854,3252,3328,2865,2726,3069
총범죄,절도범죄,소계,군산시,1348,1104,1103,1311,1470,1010,1038,1025,929,1019,1055,884
총범죄,절도범죄,소계,김제시,0,0,0,0,344,243,164,161,219,216,168,166
총범죄,절도범죄,소계,남원시,0,0,0,0,276,239,260,248,205,207,232,232
총범죄,절도범죄,소계,익산시,1717,2180,2126,1749,1391,1153,916,979,1095,1077,905,969
총범죄,절도범죄,소계,전주시,3862,3571,4222,3795,3402,2386,1953,2212,2202,2196,2111,2185
총범죄,절도범죄,소계,정읍시,567,484,399,489,565,245,278,311,363,358,443,546
총범죄,절도범죄,소계,광양시,0,0,0,0,461,401,356,321,374,408,385,446
총범죄,절도범죄,소계,나주시,0,0,0,0,46,45,272,305,369,414,399,418
총범죄,절도범죄,소계,목포시,2092,1933,1773,1637,1520,1196,960,994,1162,1062,1064,1287
총범죄,절도범죄,소계,순천시,1649,1287,1361,1344,1188,884,810,740,782,907,909,966
총범죄,절도범죄,소계,여수시,1220,1413,1356,1144,1049,1076,841,809,921,872,885,809
총범죄,절도범죄,소계,경산시,1728,1499,1480,1408,1174,1319,1053,981,1085,1020,910,1014
총범죄,절도범죄,소계,경주시,1705,1753,1844,1239,1297,1143,981,832,1023,892,909,1208
총범죄,절도범죄,소계,구미시,2472,2587,2629,2315,2212,1562,1566,1360,1530,1787,1699,1744
총범죄,절도범죄,소계,김천시,541,539,581,571,506,450,366,366,416,431,392,493
총범죄,절도범죄,소계,문경시,0,0,0,0,227,228,154,142,169,166,137,180
총범죄,절도범죄,소계,상주시,0,0,0,0,322,262,268,245,287,342,275,350
총범죄,절도범죄,소계,안동시,894,885,795,746,679,574,480,408,459,444,415,443
총범죄,절도범죄,소계,영주시,0,0,0,0,245,269,206,194,240,216,182,246
총범죄,절도범죄,소계,영천시,0,0,0,0,298,344,331,364,358,380,359,283
총범죄,절도범죄,소계,포항시,3030,2752,2575,2532,2496,1942,2016,1702,2002,1963,2162,2508
총범죄,절도범죄,소계,거제시,1399,1361,1652,1313,1395,1114,979,795,822,833,763,794
총범죄,절도범죄,소계,김해시,3616,3645,3158,3784,2739,2380,2264,2408,2205,2441,2573,2757
총범죄,절도범죄,소계,마산시,3358,364,0,0,2,0,0,0,0,0,0,0
총범죄,절도범죄,소계,밀양시,0,0,0,0,313,413,286,246,300,314,249,308
총범죄,절도범죄,소계,사천시,0,0,0,0,358,307,235,206,273,407,365,342
총범죄,절도범죄,소계,양산시,1391,1504,1373,1274,1205,974,824,984,1278,1340,1067,1158
총범죄,절도범죄,소계,진주시,2100,1837,1866,2265,2032,1700,1641,1723,1605,2050,1857,2114
총범죄,절도범죄,소계,창원시,4758,6540,7179,5519,5860,3760,3561,3377,3699,3902,3386,3426
총범죄,절도범죄,소계,통영시,0,0,0,0,602,551,480,412,466,478,412,387
총범죄,절도범죄,소계,서귀포시,0,0,0,0,921,927,864,858,907,1155,860,886
총범죄,절도범죄,소계,제주시,5405,5053,5834,4980,3309,2573,2359,2124,2325,2270,2194,2247
총범죄,절도범죄,소계,기타도시,17440,18734,18149,17551,643,369,19,49,31,24,38,43
총범죄,절도범죄,소계,도시이외,17298,16316,15794,13190,11754,9839,9207,8442,9419,9279,8658,9454
총범죄,폭력범죄,소계,서울,72056,70668,65433,65316,65247,64601,59401,56090,54688,48308,41748,46710
총범죄,폭력범죄,소계,부산,20669,22516,21109,21142,20928,20444,20497,19907,20668,19086,16129,17242
총범죄,폭력범죄,소계,대구,17657,16897,14216,13738,14708,14557,13690,13374,13387,12278,11002,11360
총범죄,폭력범죄,소계,인천,16167,17350,16569,16791,18054,19881,19410,19350,19663,17798,14983,15295
총범죄,폭력범죄,소계,광주,11279,11605,10211,10185,9602,8610,8367,8266,8683,7360,6617,6302
총범죄,폭력범죄,소계,대전,6897,6700,7004,6866,8839,9183,8810,9206,8213,8272,7139,7764
총범죄,폭력범죄,소계,울산,7305,7391,7721,7645,8277,7803,7359,6797,6062,5523,5053,5042
총범죄,폭력범죄,소계,세종,0,0,0,0,452,822,716,711,873,873,867,910
총범죄,폭력범죄,소계,고양시,5397,4667,4343,3875,4248,4669,4890,5024,4808,4314,4015,4206
총범죄,폭력범죄,소계,과천시,0,0,0,0,215,301,251,211,213,148,150,174
총범죄,폭력범죄,소계,광명시,2080,2071,1994,2075,1907,2078,1781,1626,1723,1650,1488,1456
총범죄,폭력범죄,소계,광주시,0,0,0,0,1728,1799,1834,1866,1853,1885,1951,2167
총범죄,폭력범죄,소계,구리시,1766,1693,1463,1425,1574,1549,1437,1551,1575,1075,739,753
총범죄,폭력범죄,소계,군포시,1530,1629,1463,1429,1476,1419,1283,1199,1179,1000,945,1054
총범죄,폭력범죄,소계,김포시,0,0,0,0,1479,1298,1305,1939,1807,1860,2079,2128
총범죄,폭력범죄,소계,남양주시,2515,2875,2626,2782,3112,3391,2997,2982,2702,2514,2291,2389
총범죄,폭력범죄,소계,동두천시,0,0,0,0,837,729,692,674,615,607,480,596
총범죄,폭력범죄,소계,부천시,6974,6699,5487,5384,5668,5836,5097,5136,5250,5084,4424,4702
총범죄,폭력범죄,소계,성남시,6759,6387,5399,5655,5759,5553,5165,5227,4919,4238,3522,4223
총범죄,폭력범죄,소계,수원시,7650,7378,7055,7348,8055,7883,7919,8071,7871,7016,5649,6328
총범죄,폭력범죄,소계,시흥시,3325,3227,3110,2694,2918,3143,2876,2848,3365,3028,2784,2855
총범죄,폭력범죄,소계,안산시,5399,5415,4684,4936,6354,5822,5273,4791,5103,4819,4167,4280
총범죄,폭력범죄,소계,안성시,0,0,0,0,1126,1127,1134,1129,1192,1268,1129,1157
총범죄,폭력범죄,소계,안양시,3938,3780,3527,3081,3262,3729,3596,3245,3082,2750,2355,2277
총범죄,폭력범죄,소계,양주시,0,0,0,0,1324,1323,1252,1327,1185,1229,955,969
총범죄,폭력범죄,소계,여주시,0,0,0,0,686,688,735,641,633,701,572,554
총범죄,폭력범죄,소계,오산시,0,0,0,0,1535,1545,1474,1551,1677,1342,1268,1286
총범죄,폭력범죄,소계,용인시,3319,3142,2814,3086,3413,4043,3634,3341,3669,3293,2865,3478
총범죄,폭력범죄,소계,의왕시,0,0,0,0,488,568,494,500,470,464,385,340
총범죄,폭력범죄,소계,의정부시,3862,3507,3317,3338,3329,3310,3331,3296,3465,3099,2691,2534
총범죄,폭력범죄,소계,이천시,1347,1330,1306,1361,1235,1498,1455,1615,1559,1366,1237,1250
총범죄,폭력범죄,소계,파주시,2204,1969,1797,2021,2107,2086,1851,2104,1968,1941,1817,2232
총범죄,폭력범죄,소계,평택시,2985,3040,2882,3333,3383,3829,3920,4119,4344,4123,3391,3684
총범죄,폭력범죄,소계,포천시,0,0,0,0,1226,1112,1126,987,1056,866,737,716
총범죄,폭력범죄,소계,하남시,0,0,0,0,748,791,760,944,1003,1130,1038,1054
총범죄,폭력범죄,소계,화성시,0,0,0,0,2738,3119,3231,3459,4253,3924,3579,3854
총범죄,폭력범죄,소계,강릉시,2063,1863,1693,1505,1634,1829,1765,1527,1389,1290,1013,1040
총범죄,폭력범죄,소계,동해시,0,0,0,0,740,706,664,609,556,470,498,509
총범죄,폭력범죄,소계,삼척시,0,0,0,0,525,585,458,538,474,381,358,351
총범죄,폭력범죄,소계,속초시,0,0,0,0,726,778,745,760,694,718,596,566
총범죄,폭력범죄,소계,원주시,3443,3460,3232,2598,2478,2944,2929,2167,1796,1625,1564,1581
총범죄,폭력범죄,소계,춘천시,1799,1962,1827,1768,1635,1819,1584,1433,1466,1340,1200,1319
총범죄,폭력범죄,소계,태백시,0,0,0,0,298,387,295,266,295,244,264,199
총범죄,폭력범죄,소계,제천시,690,739,731,852,732,801,691,600,588,625,598,565
총범죄,폭력범죄,소계,청주시,4608,4447,4488,4771,5304,5550,4879,4935,4686,4490,3864,4022
총범죄,폭력범죄,소계,충주시,1183,1068,989,999,1124,1046,937,947,959,871,888,903
총범죄,폭력범죄,소계,계룡시,0,0,0,0,52,75,77,84,94,79,95,76
총범죄,폭력범죄,소계,공주시,0,0,0,0,405,403,420,500,475,466,387,392
총범죄,폭력범죄,소계,논산시,568,427,411,396,461,493,629,584,550,532,435,459
총범죄,폭력범죄,소계,당진시,0,0,0,0,755,876,758,758,732,765,835,773
총범죄,폭력범죄,소계,보령시,0,0,0,0,460,398,414,407,484,475,441,416
총범죄,폭력범죄,소계,서산시,629,662,672,766,779,893,948,1114,994,924,824,856
총범죄,폭력범죄,소계,아산시,1515,1517,1565,1698,1744,1866,1896,1975,2013,1869,1393,1302
총범죄,폭력범죄,소계,천안시,3099,3513,3498,3381,3337,3597,3997,4022,3424,3025,2728,2942
총범죄,폭력범죄,소계,군산시,1531,1752,1604,1733,1816,1773,1622,1609,1657,1531,1343,1167
총범죄,폭력범죄,소계,김제시,0,0,0,0,463,447,429,412,388,426,288,315
총범죄,폭력범죄,소계,남원시,0,0,0,0,436,468,445,379,352,345,378,373
총범죄,폭력범죄,소계,익산시,1696,1909,1755,1533,1742,1703,1483,1690,1613,1410,1381,1231
총범죄,폭력범죄,소계,전주시,3236,3591,3168,3179,3157,3087,3124,3037,2988,3075,2515,2534
총범죄,폭력범죄,소계,정읍시,610,637,619,611,567,573,537,502,498,538,433,393
총범죄,폭력범죄,소계,광양시,0,0,0,0,776,687,728,777,758,729,654,693
총범죄,폭력범죄,소계,나주시,0,0,0,0,51,47,382,435,415,465,501,469
총범죄,폭력범죄,소계,목포시,2264,2335,2463,1817,2512,2172,1927,1889,1960,1651,1491,1514
총범죄,폭력범죄,소계,순천시,1539,1600,1614,1685,1660,1709,1713,1531,1689,1480,1387,1549
총범죄,폭력범죄,소계,여수시,1928,2204,2019,1670,1841,2017,1959,2052,2024,1540,1385,1456
총범죄,폭력범죄,소계,경산시,1490,1448,1405,1332,1386,1650,1589,1518,1654,1361,1203,1251
총범죄,폭력범죄,소계,경주시,1423,1513,1395,1308,1334,1308,1148,1091,1257,1115,1008,1078
총범죄,폭력범죄,소계,구미시,2258,2176,2112,2109,2191,2173,1922,1784,1938,1797,1426,1928
총범죄,폭력범죄,소계,김천시,566,562,607,557,756,769,669,692,825,874,606,530
총범죄,폭력범죄,소계,문경시,0,0,0,0,417,357,360,335,367,306,251,228
총범죄,폭력범죄,소계,상주시,0,0,0,0,384,410,367,382,428,369,320,344
총범죄,폭력범죄,소계,안동시,1128,1069,940,849,1031,1056,948,834,850,1079,691,764
총범죄,폭력범죄,소계,영주시,0,0,0,0,521,488,432,431,523,429,399,405
총범죄,폭력범죄,소계,영천시,0,0,0,0,457,524,485,487,518,543,463,538
총범죄,폭력범죄,소계,포항시,2357,2459,2622,2440,2840,2679,2793,2589,2771,2400,2013,1839
총범죄,폭력범죄,소계,거제시,1190,1380,1612,1242,1638,1685,1565,1164,1348,1482,1057,1154
총범죄,폭력범죄,소계,김해시,2835,2831,2882,2990,3140,3193,3098,3043,3220,2761,2539,2370
총범죄,폭력범죄,소계,마산시,2642,316,0,0,3,0,0,0,0,0,0,0
총범죄,폭력범죄,소계,밀양시,0,0,0,0,483,496,453,431,478,481,373,480
총범죄,폭력범죄,소계,사천시,0,0,0,0,670,590,634,605,665,652,443,547
총범죄,폭력범죄,소계,양산시,1270,1585,1551,1415,1462,1492,1295,1324,1694,1662,1537,1568
총범죄,폭력범죄,소계,진주시,1538,1701,1688,1588,1681,1752,1679,1627,1671,1896,1733,1671
총범죄,폭력범죄,소계,창원시,3930,5857,5955,5192,5972,5615,5358,5428,5362,5197,4447,4602
총범죄,폭력범죄,소계,통영시,0,0,0,0,1006,985,877,905,869,931,736,752
총범죄,폭력범죄,소계,서귀포시,0,0,0,0,1382,1632,1450,1468,1304,1344,1349,1409
총범죄,폭력범죄,소계,제주시,5640,4685,5652,5172,4136,4471,3853,3924,3843,3997,3763,3978
총범죄,폭력범죄,소계,기타도시,21568,22543,22011,22009,825,493,124,180,289,365,378,638
총범죄,폭력범죄,소계,도시이외,16629,16832,15878,15408,15985,15708,14509,14726,15252,15116,13948,13926
총범죄,폭력범죄,상해,서울,11917,10742,9029,7985,7174,6949,6016,5119,4598,3858,3153,3353
총범죄,폭력범죄,상해,부산,7211,6875,6113,5422,4675,4637,4220,3709,3450,2935,2652,2478
총범죄,폭력범죄,상해,대구,4109,3851,3317,2955,2736,2863,2781,2520,2233,1971,1687,1568
총범죄,폭력범죄,상해,인천,3100,2894,2730,2344,2179,2289,2074,1839,1634,1594,1675,1545
총범죄,폭력범죄,상해,광주,1569,1544,1255,1186,1162,1309,1171,1039,1013,822,750,641
총범죄,폭력범죄,상해,대전,2016,1799,1845,1616,1516,1415,1165,1012,948,867,816,831
총범죄,폭력범죄,상해,울산,1701,1538,1445,1349,1353,1422,1409,1127,1027,944,794,683
총범죄,폭력범죄,상해,세종,0,0,0,0,117,162,152,130,143,139,138,119
총범죄,폭력범죄,상해,고양시,761,711,575,543,490,555,540,480,390,337,317,267
총범죄,폭력범죄,상해,과천시,0,0,0,0,22,36,27,27,23,15,17,22
총범죄,폭력범죄,상해,광명시,321,344,253,195,147,237,156,164,193,169,139,117
총범죄,폭력범죄,상해,광주시,0,0,0,0,237,237,175,149,142,146,141,130
총범죄,폭력범죄,상해,구리시,216,233,152,120,181,184,151,144,143,111,85,54
총범죄,폭력범죄,상해,군포시,184,180,149,165,142,164,114,104,98,86,75,119
총범죄,폭력범죄,상해,김포시,0,0,0,0,160,189,185,159,178,203,164,122
총범죄,폭력범죄,상해,남양주시,361,375,332,310,392,395,322,327,255,291,260,242
총범죄,폭력범죄,상해,동두천시,0,0,0,0,102,106,96,104,69,65,55,81
총범죄,폭력범죄,상해,부천시,962,732,613,579,524,560,540,470,393,433,334,324
총범죄,폭력범죄,상해,성남시,1527,1230,959,852,734,755,622,606,612,535,396,429
총범죄,폭력범죄,상해,수원시,1491,1272,1069,892,938,951,842,683,629,513,396,390
총범죄,폭력범죄,상해,시흥시,392,362,347,339,295,343,263,286,296,275,206,212
총범죄,폭력범죄,상해,안산시,856,771,650,632,694,546,453,424,452,417,342,323
총범죄,폭력범죄,상해,안성시,0,0,0,0,141,150,140,160,147,149,130,150
총범죄,폭력범죄,상해,안양시,797,686,591,399,396,458,401,345,289,290,223,216
총범죄,폭력범죄,상해,양주시,0,0,0,0,157,170,120,146,133,93,74,83
총범죄,폭력범죄,상해,여주시,0,0,0,0,130,121,127,89,88,87,78,72
총범죄,폭력범죄,상해,오산시,0,0,0,0,149,194,182,174,165,137,146,138
총범죄,폭력범죄,상해,용인시,601,526,431,429,454,474,379,313,249,250,217,220
총범죄,폭력범죄,상해,의왕시,0,0,0,0,57,50,41,49,51,42,40,43
총범죄,폭력범죄,상해,의정부시,437,339,320,357,326,391,251,238,250,226,204,168
총범죄,폭력범죄,상해,이천시,196,221,209,190,161,196,209,212,149,111,111,103
총범죄,폭력범죄,상해,파주시,354,313,288,241,261,288,272,320,265,177,139,161
총범죄,폭력범죄,상해,평택시,628,553,556,551,460,568,536,591,556,523,398,313
총범죄,폭력범죄,상해,포천시,0,0,0,0,229,179,183,145,157,131,120,97
총범죄,폭력범죄,상해,하남시,0,0,0,0,104,137,92,118,78,75,58,36
총범죄,폭력범죄,상해,화성시,0,0,0,0,410,553,471,427,414,371,290,282
총범죄,폭력범죄,상해,강릉시,474,427,450,409,352,489,429,241,254,212,158,169
총범죄,폭력범죄,상해,동해시,0,0,0,0,202,243,197,150,120,75,82,75
총범죄,폭력범죄,상해,삼척시,0,0,0,0,155,157,92,106,91,61,36,58
총범죄,폭력범죄,상해,속초시,0,0,0,0,174,195,158,137,105,122,99,72
총범죄,폭력범죄,상해,원주시,682,656,589,465,514,506,440,324,329,276,229,207
총범죄,폭력범죄,상해,춘천시,618,587,502,437,379,343,341,288,281,252,180,146
총범죄,폭력범죄,상해,태백시,0,0,0,0,82,114,88,68,58,59,58,39
총범죄,폭력범죄,상해,제천시,186,199,174,175,172,174,115,112,101,127,128,112
총범죄,폭력범죄,상해,청주시,814,723,723,821,798,835,794,697,693,591,661,603
총범죄,폭력범죄,상해,충주시,308,272,256,257,265,263,200,186,165,125,104,80
총범죄,폭력범죄,상해,계룡시,0,0,0,0,24,27,23,18,21,20,19,17
총범죄,폭력범죄,상해,공주시,0,0,0,0,137,152,148,136,130,117,92,84
총범죄,폭력범죄,상해,논산시,206,185,165,156,155,174,145,112,130,127,86,90
총범죄,폭력범죄,상해,당진시,0,0,0,0,215,234,180,147,172,161,155,81
총범죄,폭력범죄,상해,보령시,0,0,0,0,137,136,137,105,112,102,85,71
총범죄,폭력범죄,상해,서산시,205,230,187,207,179,208,208,232,193,157,133,93
총범죄,폭력범죄,상해,아산시,492,456,366,362,341,383,356,335,277,267,190,175
총범죄,폭력범죄,상해,천안시,783,771,614,536,522,613,617,534,510,381,360,368
총범죄,폭력범죄,상해,군산시,338,368,270,262,283,342,287,279,263,219,166,148
총범죄,폭력범죄,상해,김제시,0,0,0,0,65,67,61,70,62,72,47,56
총범죄,폭력범죄,상해,남원시,0,0,0,0,101,106,88,74,61,57,51,43
총범죄,폭력범죄,상해,익산시,351,300,238,201,246,202,164,215,184,158,118,99
총범죄,폭력범죄,상해,전주시,568,529,468,467,496,499,564,583,458,413,327,315
총범죄,폭력범죄,상해,정읍시,166,159,137,121,108,119,111,109,95,115,75,91
총범죄,폭력범죄,상해,광양시,0,0,0,0,194,194,174,179,173,148,156,127
총범죄,폭력범죄,상해,나주시,0,0,0,0,5,10,77,81,54,85,58,59
총범죄,폭력범죄,상해,목포시,536,530,505,346,415,342,312,270,293,193,178,161
총범죄,폭력범죄,상해,순천시,333,374,417,334,354,330,377,314,320,265,195,219
총범죄,폭력범죄,상해,여수시,388,416,311,288,347,336,288,264,298,283,220,197
총범죄,폭력범죄,상해,경산시,306,298,297,275,248,243,222,214,215,178,149,149
총범죄,폭력범죄,상해,경주시,401,449,406,386,347,364,279,215,233,223,192,193
총범죄,폭력범죄,상해,구미시,542,584,603,568,508,446,358,277,300,281,234,197
총범죄,폭력범죄,상해,김천시,180,157,170,145,200,186,177,143,109,90,97,84
총범죄,폭력범죄,상해,문경시,0,0,0,0,100,86,94,76,79,72,51,58
총범죄,폭력범죄,상해,상주시,0,0,0,0,127,137,102,98,103,91,78,74
총범죄,폭력범죄,상해,안동시,357,286,288,236,257,276,205,187,160,167,108,103
총범죄,폭력범죄,상해,영주시,0,0,0,0,134,154,133,89,129,93,101,83
총범죄,폭력범죄,상해,영천시,0,0,0,0,118,155,115,74,80,88,104,92
총범죄,폭력범죄,상해,포항시,707,705,710,614,616,642,572,520,501,429,384,347
총범죄,폭력범죄,상해,거제시,496,486,626,468,490,532,472,305,288,292,176,185
총범죄,폭력범죄,상해,김해시,580,572,522,624,595,681,608,542,484,424,422,387
총범죄,폭력범죄,상해,마산시,689,77,0,0,1,0,0,0,0,0,0,0
총범죄,폭력범죄,상해,밀양시,0,0,0,0,134,170,146,128,140,132,85,121
총범죄,폭력범죄,상해,사천시,0,0,0,0,194,177,138,164,165,140,120,113
총범죄,폭력범죄,상해,양산시,417,369,266,286,307,312,325,286,291,253,201,221
총범죄,폭력범죄,상해,진주시,457,458,441,349,408,395,358,328,319,303,292,251
총범죄,폭력범죄,상해,창원시,1005,1409,1413,1237,1187,1243,1151,986,964,866,724,635
총범죄,폭력범죄,상해,통영시,0,0,0,0,321,372,302,270,267,237,190,134
총범죄,폭력범죄,상해,서귀포시,0,0,0,0,269,344,402,331,283,295,244,213
총범죄,폭력범죄,상해,제주시,1237,1078,1075,878,532,638,582,559,494,458,428,351
총범죄,폭력범죄,상해,기타도시,5454,5265,4918,4638,149,124,31,26,27,13,15,16
총범죄,폭력범죄,상해,도시이외,5223,4876,4549,4082,3941,4325,3790,3633,3314,3151,2792,2612
총범죄,폭력범죄,폭행,서울,36787,36209,34996,35962,36904,39337,36312,34321,32893,27785,23324,26509
총범죄,폭력범죄,폭행,부산,5769,6750,7139,7821,8852,9749,10174,10409,10915,9975,7711,8474
총범죄,폭력범죄,폭행,대구,7205,6493,5310,5280,6607,7457,6885,6821,6842,6060,5361,5629
총범죄,폭력범죄,폭행,인천,7414,7815,7802,8300,9774,11762,11586,11711,12212,10460,7856,8040
총범죄,폭력범죄,폭행,광주,5512,6051,5609,5718,5386,4797,4856,5004,5207,4252,3592,3430
총범죄,폭력범죄,폭행,대전,1601,1681,2079,2457,4054,5121,5256,5713,4723,4659,3788,4166
총범죄,폭력범죄,폭행,울산,2866,3139,3361,3654,4213,4026,3863,3757,3087,2748,2501,2574
총범죄,폭력범죄,폭행,세종,0,0,0,0,139,377,285,301,377,345,315,400
총범죄,폭력범죄,폭행,고양시,2539,2080,2019,1763,2268,2685,2917,3056,2808,2432,2171,2414
총범죄,폭력범죄,폭행,과천시,0,0,0,0,118,179,150,122,123,75,63,95
총범죄,폭력범죄,폭행,광명시,946,864,1040,1134,1188,1320,1165,980,998,915,775,788
총범죄,폭력범죄,폭행,광주시,0,0,0,0,823,955,1160,1122,1044,1051,1113,1181
총범죄,폭력범죄,폭행,구리시,895,859,782,814,893,935,898,967,944,638,362,426
총범죄,폭력범죄,폭행,군포시,726,864,782,767,826,831,778,712,708,571,500,549
총범죄,폭력범죄,폭행,김포시,0,0,0,0,731,670,627,1181,1077,969,1177,1200
총범죄,폭력범죄,폭행,남양주시,1152,1407,1360,1456,1573,2041,1698,1694,1440,1157,1140,1241
총범죄,폭력범죄,폭행,동두천시,0,0,0,0,422,385,375,331,349,313,230,276
총범죄,폭력범죄,폭행,부천시,3230,3292,2906,2747,3129,3398,2808,2859,2944,2728,2322,2438
총범죄,폭력범죄,폭행,성남시,2416,2706,2449,2666,3149,3115,2959,3007,2765,2199,1899,2194
